MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20101207,Southeast,21.18,78.82,49.68,18.00,4.29,0.00,2010-12-07,2010-12-13,1
20101207,West,70.08,29.92,4.44,0.71,0.04,0.00,2010-12-07,2010-12-13,1
20101130,High Plains,66.29,33.71,13.59,2.04,0.00,0.00,2010-11-30,2010-12-06,1
20101130,Midwest,74.50,25.50,8.33,2.33,0.37,0.00,2010-11-30,2010-12-06,1
20101130,Northeast,80.36,19.64,3.36,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101130,South,26.30,73.70,41.16,19.29,2.68,0.00,2010-11-30,2010-12-06,1
20101130,Southeast,13.95,86.05,49.51,20.04,2.64,0.00,2010-11-30,2010-12-06,1
20101130,West,70.27,29.73,4.06,0.71,0.05,0.00,2010-11-30,2010-12-06,1
20101123,High Plains,67.42,32.58,12.15,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101123,Midwest,66.43,33.57,18.78,9.52,2.22,0.00,2010-11-23,2010-11-29,1
20101123,Northeast,78.18,21.82,3.36,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101123,South,34.82,65.18,37.40,17.01,3.70,0.00,2010-11-23,2010-11-29,1
20101123,Southeast,23.27,76.73,45.63,19.24,1.49,0.00,2010-11-23,2010-11-29,1
20101123,West,69.69,30.31,4.02,0.13,0.05,0.00,2010-11-23,2010-11-29,1
20101116,High Plains,62.52,37.48,12.71,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101116,Midwest,66.43,33.57,18.78,9.52,2.22,0.00,2010-11-16,2010-11-22,1
20101116,Northeast,78.88,21.12,3.23,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101116,South,35.37,64.63,37.40,16.70,3.73,0.00,2010-11-16,2010-11-22,1
20101116,Southeast,25.22,74.78,36.41,14.67,2.44,0.00,2010-11-16,2010-11-22,1
20101116,West,67.42,32.58,4.55,0.25,0.05,0.00,2010-11-16,2010-11-22,1
20101109,High Plains,60.96,39.04,13.02,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101109,Midwest,70.26,29.74,18.36,9.52,2.22,0.00,2010-11-09,2010-11-15,1
20101109,Northeast,78.88,21.12,3.23,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101109,South,39.35,60.65,37.38,17.99,3.78,0.00,2010-11-09,2010-11-15,1
20101109,Southeast,26.85,73.15,37.87,17.01,3.52,0.00,2010-11-09,2010-11-15,1
20101109,West,67.45,32.55,4.42,0.26,0.06,0.01,2010-11-09,2010-11-15,1
20101102,High Plains,64.66,35.34,8.97,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101102,Midwest,71.37,28.63,17.64,9.17,1.91,0.00,2010-11-02,2010-11-08,1
20101102,Northeast,77.33,22.67,4.15,0.90,0.00,0.00,2010-11-02,2010-11-08,1
20101102,South,34.72,65.28,36.98,18.61,4.16,0.00,2010-11-02,2010-11-08,1
20101102,Southeast,25.99,74.01,38.75,16.23,3.03,0.00,2010-11-02,2010-11-08,1
20101102,West,70.33,29.67,3.78,0.26,0.06,0.01,2010-11-02,2010-11-08,1
20101026,High Plains,65.45,34.55,8.97,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101026,Midwest,73.70,26.30,13.23,6.44,0.64,0.00,2010-10-26,2010-11-01,1
20101026,Northeast,77.53,22.47,4.15,0.90,0.00,0.00,2010-10-26,2010-11-01,1
20101026,South,43.50,56.50,36.65,18.63,4.62,0.00,2010-10-26,2010-11-01,1
20101026,Southeast,29.29,70.71,41.35,15.16,2.88,0.00,2010-10-26,2010-11-01,1
20101026,West,70.23,29.77,3.86,0.28,0.10,0.02,2010-10-26,2010-11-01,1
20101019,High Plains,65.67,34.33,6.63,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101019,Midwest,69.33,30.67,13.34,6.60,0.64,0.00,2010-10-19,2010-10-25,1
20101019,Northeast,75.90,24.10,4.85,0.90,0.00,0.00,2010-10-19,2010-10-25,1
20101019,South,38.03,61.97,33.77,16.66,4.17,0.00,2010-10-19,2010-10-25,1
20101019,Southeast,30.71,69.29,39.95,13.79,2.52,0.00,2010-10-19,2010-10-25,1
20101019,West,65.75,34.25,4.28,0.53,0.10,0.02,2010-10-19,2010-10-25,1
20101012,High Plains,66.53,33.47,4.36,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101012,Midwest,69.75,30.25,11.52,3.38,0.30,0.00,2010-10-12,2010-10-18,1
20101012,Northeast,63.70,36.30,5.72,0.90,0.00,0.00,2010-10-12,2010-10-18,1
20101012,South,49.62,50.38,26.88,13.97,1.84,0.00,2010-10-12,2010-10-18,1
20101012,Southeast,34.71,65.29,34.73,9.58,1.61,0.00,2010-10-12,2010-10-18,1
20101012,West,65.91,34.09,3.93,0.53,0.10,0.02,2010-10-12,2010-10-18,1
20101005,High Plains,65.05,34.95,4.36,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20101005,Midwest,76.05,23.95,9.92,2.68,0.00,0.00,2010-10-05,2010-10-11,1
20101005,Northeast,64.02,35.98,7.38,0.90,0.00,0.00,2010-10-05,2010-10-11,1
20101005,South,54.56,45.44,20.04,7.70,1.40,0.00,2010-10-05,2010-10-11,1
20101005,Southeast,38.00,62.00,28.61,6.66,0.78,0.00,2010-10-05,2010-10-11,1
20101005,West,65.41,34.59,5.88,0.53,0.10,0.02,2010-10-05,2010-10-11,1
20100928,High Plains,65.06,34.94,3.73,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100928,Midwest,74.54,25.46,9.61,2.68,0.00,0.00,2010-09-28,2010-10-04,1
20100928,Northeast,42.50,57.50,18.15,3.82,1.02,0.00,2010-09-28,2010-10-04,1
20100928,South,54.22,45.78,20.04,6.79,0.83,0.00,2010-09-28,2010-10-04,1
20100928,Southeast,19.14,80.86,37.60,10.20,0.89,0.00,2010-09-28,2010-10-04,1
20100928,West,65.40,34.60,5.71,0.54,0.11,0.02,2010-09-28,2010-10-04,1
20100921,High Plains,73.58,26.42,1.59,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100921,Midwest,75.57,24.43,9.47,2.65,0.00,0.00,2010-09-21,2010-09-27,1
20100921,Northeast,46.74,53.26,16.80,3.82,1.02,0.00,2010-09-21,2010-09-27,1
20100921,South,58.00,42.00,12.70,5.13,0.83,0.00,2010-09-21,2010-09-27,1
20100921,Southeast,15.36,84.64,46.89,11.60,0.89,0.00,2010-09-21,2010-09-27,1
20100921,West,72.75,27.25,4.89,0.54,0.11,0.02,2010-09-21,2010-09-27,1
20100914,High Plains,81.61,18.39,1.85,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100914,Midwest,75.95,24.05,8.85,1.05,0.00,0.00,2010-09-14,2010-09-20,1
20100914,Northeast,48.32,51.68,14.17,3.82,1.02,0.00,2010-09-14,2010-09-20,1
20100914,South,65.73,34.27,12.79,5.13,0.83,0.00,2010-09-14,2010-09-20,1
20100914,Southeast,27.13,72.87,29.38,7.04,0.11,0.00,2010-09-14,2010-09-20,1
20100914,West,76.42,23.58,4.88,0.53,0.11,0.02,2010-09-14,2010-09-20,1
20100907,High Plains,84.20,15.80,1.96,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100907,Midwest,76.56,23.44,6.02,1.17,0.00,0.00,2010-09-07,2010-09-13,1
20100907,Northeast,63.28,36.72,10.92,3.82,1.02,0.00,2010-09-07,2010-09-13,1
20100907,South,58.03,41.97,18.88,4.00,0.83,0.00,2010-09-07,2010-09-13,1
20100907,Southeast,50.72,49.28,16.04,4.78,0.11,0.00,2010-09-07,2010-09-13,1
20100907,West,76.92,23.08,4.48,0.53,0.11,0.02,2010-09-07,2010-09-13,1
20100831,High Plains,83.99,16.01,1.96,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100831,Midwest,71.80,28.20,6.97,0.87,0.00,0.00,2010-08-31,2010-09-06,1
20100831,Northeast,60.07,39.93,10.37,1.50,0.00,0.00,2010-08-31,2010-09-06,1
20100831,South,49.95,50.05,21.81,3.45,0.83,0.00,2010-08-31,2010-09-06,1
20100831,Southeast,56.40,43.60,13.42,4.40,0.00,0.00,2010-08-31,2010-09-06,1
20100831,West,76.60,23.40,4.49,0.53,0.11,0.02,2010-08-31,2010-09-06,1
20100824,High Plains,88.14,11.86,1.91,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100824,Midwest,83.52,16.48,5.95,0.87,0.00,0.00,2010-08-24,2010-08-30,1
20100824,Northeast,62.43,37.57,6.21,0.81,0.00,0.00,2010-08-24,2010-08-30,1
20100824,South,65.17,34.83,15.47,3.45,0.83,0.00,2010-08-24,2010-08-30,1
20100824,Southeast,56.29,43.71,13.69,4.37,0.00,0.00,2010-08-24,2010-08-30,1
20100824,West,75.16,24.84,4.48,0.53,0.11,0.02,2010-08-24,2010-08-30,1
20100817,High Plains,87.70,12.30,1.42,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100817,Midwest,85.79,14.21,7.49,1.67,0.00,0.00,2010-08-17,2010-08-23,1
20100817,Northeast,56.75,43.25,10.98,1.44,0.00,0.00,2010-08-17,2010-08-23,1
20100817,South,66.20,33.80,11.53,3.45,0.83,0.00,2010-08-17,2010-08-23,1
20100817,Southeast,40.73,59.27,20.36,5.05,0.00,0.00,2010-08-17,2010-08-23,1
20100817,West,74.87,25.13,4.48,0.49,0.11,0.02,2010-08-17,2010-08-23,1
20100810,High Plains,89.99,10.01,1.43,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100810,Midwest,85.97,14.03,6.81,1.67,0.00,0.00,2010-08-10,2010-08-16,1
20100810,Northeast,63.23,36.77,8.27,1.44,0.00,0.00,2010-08-10,2010-08-16,1
20100810,South,74.37,25.63,11.51,5.03,1.69,0.00,2010-08-10,2010-08-16,1
20100810,Southeast,42.44,57.56,21.72,5.05,0.00,0.00,2010-08-10,2010-08-16,1
20100810,West,74.39,25.61,4.54,0.49,0.11,0.02,2010-08-10,2010-08-16,1
20100803,High Plains,90.56,9.44,1.43,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100803,Midwest,85.97,14.03,6.81,1.67,0.00,0.00,2010-08-03,2010-08-09,1
20100803,Northeast,64.09,35.91,6.67,1.44,0.00,0.00,2010-08-03,2010-08-09,1
20100803,South,74.02,25.98,11.51,5.03,1.69,0.00,2010-08-03,2010-08-09,1
20100803,Southeast,50.04,49.96,17.75,5.05,0.00,0.00,2010-08-03,2010-08-09,1
20100803,West,74.32,25.68,5.12,0.55,0.11,0.02,2010-08-03,2010-08-09,1
20100727,High Plains,89.76,10.24,1.42,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100727,Midwest,85.38,14.62,7.08,2.59,0.00,0.00,2010-07-27,2010-08-02,1
20100727,Northeast,67.23,32.77,6.21,0.48,0.00,0.00,2010-07-27,2010-08-02,1
20100727,South,74.63,25.37,11.64,4.90,1.63,0.00,2010-07-27,2010-08-02,1
20100727,Southeast,45.36,54.64,17.60,2.45,0.00,0.00,2010-07-27,2010-08-02,1
20100727,West,70.57,29.43,6.41,0.65,0.10,0.02,2010-07-27,2010-08-02,1
20100720,High Plains,89.17,10.83,1.42,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100720,Midwest,83.93,16.07,7.48,2.17,0.00,0.00,2010-07-20,2010-07-26,1
20100720,Northeast,66.37,33.63,5.94,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100720,South,72.71,27.29,12.01,4.38,1.42,0.00,2010-07-20,2010-07-26,1
20100720,Southeast,46.87,53.13,7.49,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100720,West,66.53,33.47,6.70,0.60,0.10,0.02,2010-07-20,2010-07-26,1
20100713,High Plains,89.50,10.50,1.42,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100713,Midwest,81.18,18.82,8.12,2.16,0.00,0.00,2010-07-13,2010-07-19,1
20100713,Northeast,68.67,31.33,8.79,0.19,0.00,0.00,2010-07-13,2010-07-19,1
20100713,South,74.23,25.77,10.63,4.01,1.42,0.00,2010-07-13,2010-07-19,1
20100713,Southeast,57.55,42.45,7.40,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100713,West,68.06,31.94,5.89,0.59,0.11,0.02,2010-07-13,2010-07-19,1
20100706,High Plains,89.50,10.50,1.42,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100706,Midwest,80.67,19.33,9.18,2.49,0.00,0.00,2010-07-06,2010-07-12,1
20100706,Northeast,69.92,30.08,5.47,0.19,0.00,0.00,2010-07-06,2010-07-12,1
20100706,South,74.13,25.87,10.63,4.01,1.42,0.00,2010-07-06,2010-07-12,1
20100706,Southeast,61.49,38.51,7.02,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100706,West,68.06,31.94,5.89,0.59,0.11,0.02,2010-07-06,2010-07-12,1
20100629,High Plains,87.75,12.25,5.33,1.23,0.00,0.00,2010-06-29,2010-07-05,1
20100629,Midwest,82.00,18.00,8.79,3.20,0.75,0.00,2010-06-29,2010-07-05,1
20100629,Northeast,75.73,24.27,1.94,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100629,South,69.00,31.00,14.14,5.24,1.50,0.00,2010-06-29,2010-07-05,1
20100629,Southeast,75.62,24.38,0.06,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100629,West,63.14,36.86,8.34,0.85,0.11,0.01,2010-06-29,2010-07-05,1
20100622,High Plains,88.06,11.94,5.33,1.23,0.00,0.00,2010-06-22,2010-06-28,1
20100622,Midwest,80.47,19.53,11.97,7.27,2.87,0.00,2010-06-22,2010-06-28,1
20100622,Northeast,90.25,9.75,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100622,South,59.25,40.75,12.62,2.41,0.00,0.00,2010-06-22,2010-06-28,1
20100622,Southeast,91.63,8.37,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100622,West,61.86,38.14,8.84,0.85,0.11,0.01,2010-06-22,2010-06-28,1
20100615,High Plains,89.11,10.89,5.71,1.64,0.00,0.00,2010-06-15,2010-06-21,1
20100615,Midwest,80.41,19.59,12.04,7.27,2.87,0.00,2010-06-15,2010-06-21,1
20100615,Northeast,92.22,7.78,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100615,South,79.47,20.53,6.16,2.41,0.00,0.00,2010-06-15,2010-06-21,1
20100615,Southeast,94.11,5.89,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100615,West,61.50,38.50,10.25,1.24,0.11,0.01,2010-06-15,2010-06-21,1
20100608,High Plains,88.38,11.62,5.77,1.64,0.00,0.00,2010-06-08,2010-06-14,1
20100608,Midwest,78.98,21.02,12.50,7.27,2.87,0.00,2010-06-08,2010-06-14,1
20100608,Northeast,87.85,12.15,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100608,South,73.96,26.04,9.68,2.41,0.00,0.00,2010-06-08,2010-06-14,1
20100608,Southeast,94.68,5.32,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100608,West,65.63,34.37,9.84,2.42,0.11,0.01,2010-06-08,2010-06-14,1
20100601,High Plains,88.89,11.11,5.70,2.41,0.00,0.00,2010-06-01,2010-06-07,1
20100601,Midwest,77.93,22.07,12.41,7.27,2.87,0.00,2010-06-01,2010-06-07,1
20100601,Northeast,56.22,43.78,1.56,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100601,South,73.46,26.54,11.95,2.46,0.00,0.00,2010-06-01,2010-06-07,1
20100601,Southeast,94.32,5.68,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100601,West,60.52,39.48,10.23,2.89,0.09,0.01,2010-06-01,2010-06-07,1
20100525,High Plains,88.86,11.14,5.72,2.41,0.00,0.00,2010-05-25,2010-05-31,1
20100525,Midwest,79.80,20.20,11.98,5.21,1.09,0.00,2010-05-25,2010-05-31,1
20100525,Northeast,86.98,13.02,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100525,South,81.63,18.37,7.62,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100525,Southeast,94.25,5.75,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100525,West,59.84,40.16,10.88,2.88,0.09,0.01,2010-05-25,2010-05-31,1
20100518,High Plains,86.26,13.74,6.47,2.97,0.00,0.00,2010-05-18,2010-05-24,1
20100518,Midwest,78.53,21.47,12.82,5.12,0.16,0.00,2010-05-18,2010-05-24,1
20100518,Northeast,88.38,11.62,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100518,South,82.24,17.76,6.95,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100518,Southeast,88.82,11.18,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100518,West,58.02,41.98,12.02,3.35,0.09,0.01,2010-05-18,2010-05-24,1
20100511,High Plains,82.95,17.05,7.16,3.01,0.00,0.00,2010-05-11,2010-05-17,1
20100511,Midwest,75.11,24.89,13.95,4.09,0.00,0.00,2010-05-11,2010-05-17,1
20100511,Northeast,86.65,13.35,2.74,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100511,South,77.79,22.21,8.71,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100511,Southeast,78.19,21.81,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100511,West,53.91,46.09,12.59,3.43,0.09,0.01,2010-05-11,2010-05-17,1
20100504,High Plains,80.80,19.20,7.52,3.01,0.00,0.00,2010-05-04,2010-05-10,1
20100504,Midwest,74.83,25.17,13.95,4.09,0.00,0.00,2010-05-04,2010-05-10,1
20100504,Northeast,80.88,19.12,4.48,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100504,South,80.70,19.30,3.33,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100504,Southeast,83.88,16.12,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100504,West,51.78,48.22,13.17,3.43,0.09,0.01,2010-05-04,2010-05-10,1
20100427,High Plains,80.28,19.72,7.52,3.01,0.00,0.00,2010-04-27,2010-05-03,1
20100427,Midwest,70.37,29.63,14.89,4.09,0.00,0.00,2010-04-27,2010-05-03,1
20100427,Northeast,80.03,19.97,4.48,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100427,South,83.06,16.94,1.26,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100427,Southeast,82.18,17.82,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100427,West,50.05,49.95,13.17,3.44,0.09,0.01,2010-04-27,2010-05-03,1
20100420,High Plains,80.28,19.72,7.52,3.01,0.00,0.00,2010-04-20,2010-04-26,1
20100420,Midwest,74.57,25.43,11.72,1.66,0.00,0.00,2010-04-20,2010-04-26,1
20100420,Northeast,82.98,17.02,2.74,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,South,81.78,18.22,1.26,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,Southeast,91.06,8.94,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100420,West,50.05,49.95,13.34,3.43,0.09,0.01,2010-04-20,2010-04-26,1
20100413,High Plains,80.27,19.73,7.44,2.68,0.00,0.00,2010-04-13,2010-04-19,1
20100413,Midwest,75.74,24.26,7.41,1.28,0.00,0.00,2010-04-13,2010-04-19,1
20100413,Northeast,83.97,16.03,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,South,82.53,17.47,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,Southeast,94.24,5.76,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100413,West,48.26,51.74,13.57,3.14,0.09,0.01,2010-04-13,2010-04-19,1
20100406,High Plains,81.33,18.67,7.98,2.68,0.00,0.00,2010-04-06,2010-04-12,1
20100406,Midwest,80.38,19.62,5.80,0.45,0.00,0.00,2010-04-06,2010-04-12,1
20100406,Northeast,90.39,9.61,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,South,89.99,10.01,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,Southeast,94.67,5.33,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100406,West,48.51,51.49,13.97,3.42,0.09,0.01,2010-04-06,2010-04-12,1
20100330,High Plains,81.33,18.67,8.03,2.68,0.00,0.00,2010-03-30,2010-04-05,1
20100330,Midwest,80.52,19.48,3.42,0.45,0.00,0.00,2010-03-30,2010-04-05,1
20100330,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,South,95.65,4.35,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100330,West,47.49,52.51,14.51,3.42,0.10,0.01,2010-03-30,2010-04-05,1
20100323,High Plains,81.48,18.52,8.18,2.68,0.00,0.00,2010-03-23,2010-03-29,1
20100323,Midwest,81.92,18.08,3.42,0.45,0.00,0.00,2010-03-23,2010-03-29,1
20100323,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,South,98.24,1.76,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100323,West,47.11,52.89,15.21,3.77,0.10,0.01,2010-03-23,2010-03-29,1
20100316,High Plains,81.41,18.59,8.18,2.68,0.00,0.00,2010-03-16,2010-03-22,1
20100316,Midwest,81.61,18.39,3.08,0.45,0.00,0.00,2010-03-16,2010-03-22,1
20100316,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,South,98.24,1.76,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100316,West,45.88,54.12,15.11,3.91,0.10,0.02,2010-03-16,2010-03-22,1
20100309,High Plains,81.54,18.46,7.44,1.50,0.00,0.00,2010-03-09,2010-03-15,1
20100309,Midwest,82.89,17.11,3.08,0.45,0.00,0.00,2010-03-09,2010-03-15,1
20100309,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,South,92.49,7.51,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,Southeast,97.50,2.50,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100309,West,44.34,55.66,15.62,3.97,0.10,0.02,2010-03-09,2010-03-15,1
20100302,High Plains,80.99,19.01,5.63,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,Midwest,89.84,10.16,3.08,0.45,0.00,0.00,2010-03-02,2010-03-08,1
20100302,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,South,98.15,1.85,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100302,West,43.61,56.39,14.39,2.66,0.06,0.02,2010-03-02,2010-03-08,1
20100223,High Plains,80.99,19.01,5.63,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,Midwest,90.39,9.61,3.08,0.45,0.00,0.00,2010-02-23,2010-03-01,1
20100223,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,South,96.77,3.23,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100223,West,43.06,56.94,14.73,2.72,0.05,0.00,2010-02-23,2010-03-01,1
20100216,High Plains,79.27,20.73,4.45,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,Midwest,90.20,9.80,3.08,0.45,0.00,0.00,2010-02-16,2010-02-22,1
20100216,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,South,96.68,3.32,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100216,West,42.45,57.55,14.33,2.53,0.05,0.00,2010-02-16,2010-02-22,1
20100209,High Plains,84.34,15.66,1.82,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,Midwest,90.20,9.80,3.08,0.45,0.00,0.00,2010-02-09,2010-02-15,1
20100209,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,South,96.35,3.65,0.22,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100209,West,44.70,55.30,12.53,2.31,0.05,0.00,2010-02-09,2010-02-15,1
20100202,High Plains,84.34,15.66,1.84,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,Midwest,90.20,9.80,3.08,0.45,0.00,0.00,2010-02-02,2010-02-08,1
20100202,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,South,91.85,8.15,2.14,0.20,0.00,0.00,2010-02-02,2010-02-08,1
20100202,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100202,West,46.14,53.86,13.12,2.31,0.05,0.00,2010-02-02,2010-02-08,1
20100126,High Plains,86.42,13.58,1.98,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,Midwest,90.20,9.80,3.08,0.45,0.00,0.00,2010-01-26,2010-02-01,1
20100126,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,South,87.00,13.00,2.89,0.92,0.00,0.00,2010-01-26,2010-02-01,1
20100126,Southeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100126,West,46.16,53.84,13.99,2.45,0.26,0.00,2010-01-26,2010-02-01,1
20100119,High Plains,85.86,14.14,3.12,0.07,0.00,0.00,2010-01-19,2010-01-25,1
20100119,Midwest,88.70,11.30,3.48,0.80,0.00,0.00,2010-01-19,2010-01-25,1
20100119,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100119,South,86.82,13.18,3.01,1.03,0.00,0.00,2010-01-19,2010-01-25,1
20100119,Southeast,99.48,0.52,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100119,West,41.97,58.03,21.45,9.25,0.65,0.00,2010-01-19,2010-01-25,1
20100112,High Plains,86.04,13.96,1.81,0.07,0.00,0.00,2010-01-12,2010-01-18,1
20100112,Midwest,88.70,11.30,3.48,0.80,0.00,0.00,2010-01-12,2010-01-18,1
20100112,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100112,South,86.39,13.61,3.53,1.17,0.00,0.00,2010-01-12,2010-01-18,1
20100112,Southeast,99.48,0.52,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100112,West,41.58,58.42,21.55,9.95,0.65,0.00,2010-01-12,2010-01-18,1
20100105,High Plains,89.72,10.28,1.71,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,Midwest,88.70,11.30,3.48,0.80,0.00,0.00,2010-01-05,2010-01-11,1
20100105,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,South,86.31,13.69,3.53,1.17,0.00,0.00,2010-01-05,2010-01-11,1
20100105,Southeast,99.38,0.62,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20100105,West,50.42,49.58,20.61,6.72,0.35,0.00,2010-01-05,2010-01-11,1
